dataset,source_split,role,base_video_id,source_group_id,source_video_id,target_video_id,study_label,manipulation,relative_source_path,source_label
Celeb-DF-v2,test,external_evaluation,00254,00254,00254,,0,,YouTube-real/00254.mp4,1
Celeb-DF-v2,test,external_evaluation,00255,00255,00255,,0,,YouTube-real/00255.mp4,1
Celeb-DF-v2,test,external_evaluation,00256,00256,00256,,0,,YouTube-real/00256.mp4,1
Celeb-DF-v2,test,external_evaluation,00257,00257,00257,,0,,YouTube-real/00257.mp4,1
Celeb-DF-v2,test,external_evaluation,00258,00258,00258,,0,,YouTube-real/00258.mp4,1
Celeb-DF-v2,test,external_evaluation,00259,00259,00259,,0,,YouTube-real/00259.mp4,1
Celeb-DF-v2,test,external_evaluation,00260,00260,00260,,0,,YouTube-real/00260.mp4,1
Celeb-DF-v2,test,external_evaluation,00261,00261,00261,,0,,YouTube-real/00261.mp4,1
Celeb-DF-v2,test,external_evaluation,00262,00262,00262,,0,,YouTube-real/00262.mp4,1
Celeb-DF-v2,test,external_evaluation,00263,00263,00263,,0,,YouTube-real/00263.mp4,1
Celeb-DF-v2,test,external_evaluation,00264,00264,00264,,0,,YouTube-real/00264.mp4,1
Celeb-DF-v2,test,external_evaluation,00265,00265,00265,,0,,YouTube-real/00265.mp4,1
Celeb-DF-v2,test,external_evaluation,00266,00266,00266,,0,,YouTube-real/00266.mp4,1
Celeb-DF-v2,test,external_evaluation,00267,00267,00267,,0,,YouTube-real/00267.mp4,1
Celeb-DF-v2,test,external_evaluation,00268,00268,00268,,0,,YouTube-real/00268.mp4,1
Celeb-DF-v2,test,external_evaluation,00269,00269,00269,,0,,YouTube-real/00269.mp4,1
Celeb-DF-v2,test,external_evaluation,00270,00270,00270,,0,,YouTube-real/00270.mp4,1
Celeb-DF-v2,test,external_evaluation,00271,00271,00271,,0,,YouTube-real/00271.mp4,1
Celeb-DF-v2,test,external_evaluation,00272,00272,00272,,0,,YouTube-real/00272.mp4,1
Celeb-DF-v2,test,external_evaluation,00273,00273,00273,,0,,YouTube-real/00273.mp4,1
Celeb-DF-v2,test,external_evaluation,00274,00274,00274,,0,,YouTube-real/00274.mp4,1
Celeb-DF-v2,test,external_evaluation,00275,00275,00275,,0,,YouTube-real/00275.mp4,1
Celeb-DF-v2,test,external_evaluation,00276,00276,00276,,0,,YouTube-real/00276.mp4,1
Celeb-DF-v2,test,external_evaluation,00277,00277,00277,,0,,YouTube-real/00277.mp4,1
Celeb-DF-v2,test,external_evaluation,00278,00278,00278,,0,,YouTube-real/00278.mp4,1
Celeb-DF-v2,test,external_evaluation,00279,00279,00279,,0,,YouTube-real/00279.mp4,1
Celeb-DF-v2,test,external_evaluation,00280,00280,00280,,0,,YouTube-real/00280.mp4,1
Celeb-DF-v2,test,external_evaluation,00281,00281,00281,,0,,YouTube-real/00281.mp4,1
Celeb-DF-v2,test,external_evaluation,00282,00282,00282,,0,,YouTube-real/00282.mp4,1
Celeb-DF-v2,test,external_evaluation,00283,00283,00283,,0,,YouTube-real/00283.mp4,1
Celeb-DF-v2,test,external_evaluation,00284,00284,00284,,0,,YouTube-real/00284.mp4,1
Celeb-DF-v2,test,external_evaluation,00285,00285,00285,,0,,YouTube-real/00285.mp4,1
Celeb-DF-v2,test,external_evaluation,00286,00286,00286,,0,,YouTube-real/00286.mp4,1
Celeb-DF-v2,test,external_evaluation,00287,00287,00287,,0,,YouTube-real/00287.mp4,1
Celeb-DF-v2,test,external_evaluation,00288,00288,00288,,0,,YouTube-real/00288.mp4,1
Celeb-DF-v2,test,external_evaluation,00289,00289,00289,,0,,YouTube-real/00289.mp4,1
Celeb-DF-v2,test,external_evaluation,id0_0001,id0_0001,id0_0001,,0,,Celeb-real/id0_0001.mp4,1
Celeb-DF-v2,test,external_evaluation,id0_id16_0003,id0_id16_0003,id0_id16_0003,,1,,Celeb-synthesis/id0_id16_0003.mp4,0
Celeb-DF-v2,test,external_evaluation,id0_id16_0004,id0_id16_0004,id0_id16_0004,,1,,Celeb-synthesis/id0_id16_0004.mp4,0
Celeb-DF-v2,test,external_evaluation,id0_id16_0007,id0_id16_0007,id0_id16_0007,,1,,Celeb-synthesis/id0_id16_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id0_id1_0000,id0_id1_0000,id0_id1_0000,,1,,Celeb-synthesis/id0_id1_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id0_id1_0001,id0_id1_0001,id0_id1_0001,,1,,Celeb-synthesis/id0_id1_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id0_id1_0005,id0_id1_0005,id0_id1_0005,,1,,Celeb-synthesis/id0_id1_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id0_id21_0000,id0_id21_0000,id0_id21_0000,,1,,Celeb-synthesis/id0_id21_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id0_id26_0009,id0_id26_0009,id0_id26_0009,,1,,Celeb-synthesis/id0_id26_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id0_id3_0007,id0_id3_0007,id0_id3_0007,,1,,Celeb-synthesis/id0_id3_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id0_id6_0007,id0_id6_0007,id0_id6_0007,,1,,Celeb-synthesis/id0_id6_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_0001,id10_0001,id10_0001,,0,,Celeb-real/id10_0001.mp4,1
Celeb-DF-v2,test,external_evaluation,id10_0007,id10_0007,id10_0007,,0,,Celeb-real/id10_0007.mp4,1
Celeb-DF-v2,test,external_evaluation,id10_id11_0001,id10_id11_0001,id10_id11_0001,,1,,Celeb-synthesis/id10_id11_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id11_0004,id10_id11_0004,id10_id11_0004,,1,,Celeb-synthesis/id10_id11_0004.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id12_0001,id10_id12_0001,id10_id12_0001,,1,,Celeb-synthesis/id10_id12_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id12_0004,id10_id12_0004,id10_id12_0004,,1,,Celeb-synthesis/id10_id12_0004.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id13_0001,id10_id13_0001,id10_id13_0001,,1,,Celeb-synthesis/id10_id13_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id13_0004,id10_id13_0004,id10_id13_0004,,1,,Celeb-synthesis/id10_id13_0004.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id13_0007,id10_id13_0007,id10_id13_0007,,1,,Celeb-synthesis/id10_id13_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id7_0001,id10_id7_0001,id10_id7_0001,,1,,Celeb-synthesis/id10_id7_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id7_0004,id10_id7_0004,id10_id7_0004,,1,,Celeb-synthesis/id10_id7_0004.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id7_0005,id10_id7_0005,id10_id7_0005,,1,,Celeb-synthesis/id10_id7_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id10_id7_0008,id10_id7_0008,id10_id7_0008,,1,,Celeb-synthesis/id10_id7_0008.mp4,0
Celeb-DF-v2,test,external_evaluation,id11_0006,id11_0006,id11_0006,,0,,Celeb-real/id11_0006.mp4,1
Celeb-DF-v2,test,external_evaluation,id11_0008,id11_0008,id11_0008,,0,,Celeb-real/id11_0008.mp4,1
Celeb-DF-v2,test,external_evaluation,id11_id7_0008,id11_id7_0008,id11_id7_0008,,1,,Celeb-synthesis/id11_id7_0008.mp4,0
Celeb-DF-v2,test,external_evaluation,id12_0000,id12_0000,id12_0000,,0,,Celeb-real/id12_0000.mp4,1
Celeb-DF-v2,test,external_evaluation,id12_0005,id12_0005,id12_0005,,0,,Celeb-real/id12_0005.mp4,1
Celeb-DF-v2,test,external_evaluation,id12_id10_0002,id12_id10_0002,id12_id10_0002,,1,,Celeb-synthesis/id12_id10_0002.mp4,0
Celeb-DF-v2,test,external_evaluation,id12_id10_0005,id12_id10_0005,id12_id10_0005,,1,,Celeb-synthesis/id12_id10_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id12_id7_0006,id12_id7_0006,id12_id7_0006,,1,,Celeb-synthesis/id12_id7_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id13_0004,id13_0004,id13_0004,,0,,Celeb-real/id13_0004.mp4,1
Celeb-DF-v2,test,external_evaluation,id13_0011,id13_0011,id13_0011,,0,,Celeb-real/id13_0011.mp4,1
Celeb-DF-v2,test,external_evaluation,id13_0013,id13_0013,id13_0013,,0,,Celeb-real/id13_0013.mp4,1
Celeb-DF-v2,test,external_evaluation,id13_id10_0005,id13_id10_0005,id13_id10_0005,,1,,Celeb-synthesis/id13_id10_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id13_id10_0008,id13_id10_0008,id13_id10_0008,,1,,Celeb-synthesis/id13_id10_0008.mp4,0
Celeb-DF-v2,test,external_evaluation,id13_id7_0000,id13_id7_0000,id13_id7_0000,,1,,Celeb-synthesis/id13_id7_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id13_id7_0012,id13_id7_0012,id13_id7_0012,,1,,Celeb-synthesis/id13_id7_0012.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_0007,id16_0007,id16_0007,,0,,Celeb-real/id16_0007.mp4,1
Celeb-DF-v2,test,external_evaluation,id16_0010,id16_0010,id16_0010,,0,,Celeb-real/id16_0010.mp4,1
Celeb-DF-v2,test,external_evaluation,id16_0011,id16_0011,id16_0011,,0,,Celeb-real/id16_0011.mp4,1
Celeb-DF-v2,test,external_evaluation,id16_id0_0011,id16_id0_0011,id16_id0_0011,,1,,Celeb-synthesis/id16_id0_0011.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id1_0011,id16_id1_0011,id16_id1_0011,,1,,Celeb-synthesis/id16_id1_0011.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id20_0000,id16_id20_0000,id16_id20_0000,,1,,Celeb-synthesis/id16_id20_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id20_0006,id16_id20_0006,id16_id20_0006,,1,,Celeb-synthesis/id16_id20_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id20_0012,id16_id20_0012,id16_id20_0012,,1,,Celeb-synthesis/id16_id20_0012.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id21_0002,id16_id21_0002,id16_id21_0002,,1,,Celeb-synthesis/id16_id21_0002.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id23_0011,id16_id23_0011,id16_id23_0011,,1,,Celeb-synthesis/id16_id23_0011.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id28_0005,id16_id28_0005,id16_id28_0005,,1,,Celeb-synthesis/id16_id28_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id2_0001,id16_id2_0001,id16_id2_0001,,1,,Celeb-synthesis/id16_id2_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id2_0006,id16_id2_0006,id16_id2_0006,,1,,Celeb-synthesis/id16_id2_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id2_0011,id16_id2_0011,id16_id2_0011,,1,,Celeb-synthesis/id16_id2_0011.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id3_0009,id16_id3_0009,id16_id3_0009,,1,,Celeb-synthesis/id16_id3_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id3_0010,id16_id3_0010,id16_id3_0010,,1,,Celeb-synthesis/id16_id3_0010.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id3_0011,id16_id3_0011,id16_id3_0011,,1,,Celeb-synthesis/id16_id3_0011.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id6_0001,id16_id6_0001,id16_id6_0001,,1,,Celeb-synthesis/id16_id6_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id16_id6_0011,id16_id6_0011,id16_id6_0011,,1,,Celeb-synthesis/id16_id6_0011.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_0000,id17_0000,id17_0000,,0,,Celeb-real/id17_0000.mp4,1
Celeb-DF-v2,test,external_evaluation,id17_0002,id17_0002,id17_0002,,0,,Celeb-real/id17_0002.mp4,1
Celeb-DF-v2,test,external_evaluation,id17_id0_0000,id17_id0_0000,id17_id0_0000,,1,,Celeb-synthesis/id17_id0_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id16_0000,id17_id16_0000,id17_id16_0000,,1,,Celeb-synthesis/id17_id16_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id16_0007,id17_id16_0007,id17_id16_0007,,1,,Celeb-synthesis/id17_id16_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id1_0000,id17_id1_0000,id17_id1_0000,,1,,Celeb-synthesis/id17_id1_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id21_0000,id17_id21_0000,id17_id21_0000,,1,,Celeb-synthesis/id17_id21_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id23_0000,id17_id23_0000,id17_id23_0000,,1,,Celeb-synthesis/id17_id23_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id23_0009,id17_id23_0009,id17_id23_0009,,1,,Celeb-synthesis/id17_id23_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id26_0006,id17_id26_0006,id17_id26_0006,,1,,Celeb-synthesis/id17_id26_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id28_0001,id17_id28_0001,id17_id28_0001,,1,,Celeb-synthesis/id17_id28_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id2_0000,id17_id2_0000,id17_id2_0000,,1,,Celeb-synthesis/id17_id2_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id2_0003,id17_id2_0003,id17_id2_0003,,1,,Celeb-synthesis/id17_id2_0003.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id2_0007,id17_id2_0007,id17_id2_0007,,1,,Celeb-synthesis/id17_id2_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id31_0009,id17_id31_0009,id17_id31_0009,,1,,Celeb-synthesis/id17_id31_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id3_0000,id17_id3_0000,id17_id3_0000,,1,,Celeb-synthesis/id17_id3_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id3_0007,id17_id3_0007,id17_id3_0007,,1,,Celeb-synthesis/id17_id3_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id6_0000,id17_id6_0000,id17_id6_0000,,1,,Celeb-synthesis/id17_id6_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id17_id9_0000,id17_id9_0000,id17_id9_0000,,1,,Celeb-synthesis/id17_id9_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id19_0005,id19_0005,id19_0005,,0,,Celeb-real/id19_0005.mp4,1
Celeb-DF-v2,test,external_evaluation,id19_0007,id19_0007,id19_0007,,0,,Celeb-real/id19_0007.mp4,1
Celeb-DF-v2,test,external_evaluation,id19_id20_0000,id19_id20_0000,id19_id20_0000,,1,,Celeb-synthesis/id19_id20_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id19_id20_0004,id19_id20_0004,id19_id20_0004,,1,,Celeb-synthesis/id19_id20_0004.mp4,0
Celeb-DF-v2,test,external_evaluation,id19_id23_0001,id19_id23_0001,id19_id23_0001,,1,,Celeb-synthesis/id19_id23_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_0001,id1_0001,id1_0001,,0,,Celeb-real/id1_0001.mp4,1
Celeb-DF-v2,test,external_evaluation,id1_0006,id1_0006,id1_0006,,0,,Celeb-real/id1_0006.mp4,1
Celeb-DF-v2,test,external_evaluation,id1_0007,id1_0007,id1_0007,,0,,Celeb-real/id1_0007.mp4,1
Celeb-DF-v2,test,external_evaluation,id1_0008,id1_0008,id1_0008,,0,,Celeb-real/id1_0008.mp4,1
Celeb-DF-v2,test,external_evaluation,id1_id0_0007,id1_id0_0007,id1_id0_0007,,1,,Celeb-synthesis/id1_id0_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id16_0004,id1_id16_0004,id1_id16_0004,,1,,Celeb-synthesis/id1_id16_0004.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id16_0007,id1_id16_0007,id1_id16_0007,,1,,Celeb-synthesis/id1_id16_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id17_0007,id1_id17_0007,id1_id17_0007,,1,,Celeb-synthesis/id1_id17_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id20_0001,id1_id20_0001,id1_id20_0001,,1,,Celeb-synthesis/id1_id20_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id20_0002,id1_id20_0002,id1_id20_0002,,1,,Celeb-synthesis/id1_id20_0002.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id23_0006,id1_id23_0006,id1_id23_0006,,1,,Celeb-synthesis/id1_id23_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id2_0002,id1_id2_0002,id1_id2_0002,,1,,Celeb-synthesis/id1_id2_0002.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id2_0007,id1_id2_0007,id1_id2_0007,,1,,Celeb-synthesis/id1_id2_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id3_0002,id1_id3_0002,id1_id3_0002,,1,,Celeb-synthesis/id1_id3_0002.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id3_0003,id1_id3_0003,id1_id3_0003,,1,,Celeb-synthesis/id1_id3_0003.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id3_0006,id1_id3_0006,id1_id3_0006,,1,,Celeb-synthesis/id1_id3_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id3_0007,id1_id3_0007,id1_id3_0007,,1,,Celeb-synthesis/id1_id3_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id3_0009,id1_id3_0009,id1_id3_0009,,1,,Celeb-synthesis/id1_id3_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id4_0007,id1_id4_0007,id1_id4_0007,,1,,Celeb-synthesis/id1_id4_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id1_id9_0007,id1_id9_0007,id1_id9_0007,,1,,Celeb-synthesis/id1_id9_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id20_0008,id20_0008,id20_0008,,0,,Celeb-real/id20_0008.mp4,1
Celeb-DF-v2,test,external_evaluation,id20_id0_0006,id20_id0_0006,id20_id0_0006,,1,,Celeb-synthesis/id20_id0_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id20_id19_0002,id20_id19_0002,id20_id19_0002,,1,,Celeb-synthesis/id20_id19_0002.mp4,0
Celeb-DF-v2,test,external_evaluation,id20_id1_0003,id20_id1_0003,id20_id1_0003,,1,,Celeb-synthesis/id20_id1_0003.mp4,0
Celeb-DF-v2,test,external_evaluation,id20_id1_0007,id20_id1_0007,id20_id1_0007,,1,,Celeb-synthesis/id20_id1_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id20_id31_0006,id20_id31_0006,id20_id31_0006,,1,,Celeb-synthesis/id20_id31_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id20_id31_0008,id20_id31_0008,id20_id31_0008,,1,,Celeb-synthesis/id20_id31_0008.mp4,0
Celeb-DF-v2,test,external_evaluation,id20_id37_0004,id20_id37_0004,id20_id37_0004,,1,,Celeb-synthesis/id20_id37_0004.mp4,0
Celeb-DF-v2,test,external_evaluation,id20_id9_0008,id20_id9_0008,id20_id9_0008,,1,,Celeb-synthesis/id20_id9_0008.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_0006,id21_0006,id21_0006,,0,,Celeb-real/id21_0006.mp4,1
Celeb-DF-v2,test,external_evaluation,id21_0009,id21_0009,id21_0009,,0,,Celeb-real/id21_0009.mp4,1
Celeb-DF-v2,test,external_evaluation,id21_id19_0005,id21_id19_0005,id21_id19_0005,,1,,Celeb-synthesis/id21_id19_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id19_0009,id21_id19_0009,id21_id19_0009,,1,,Celeb-synthesis/id21_id19_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id20_0006,id21_id20_0006,id21_id20_0006,,1,,Celeb-synthesis/id21_id20_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id28_0001,id21_id28_0001,id21_id28_0001,,1,,Celeb-synthesis/id21_id28_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id28_0009,id21_id28_0009,id21_id28_0009,,1,,Celeb-synthesis/id21_id28_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id2_0000,id21_id2_0000,id21_id2_0000,,1,,Celeb-synthesis/id21_id2_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id2_0002,id21_id2_0002,id21_id2_0002,,1,,Celeb-synthesis/id21_id2_0002.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id3_0009,id21_id3_0009,id21_id3_0009,,1,,Celeb-synthesis/id21_id3_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id4_0002,id21_id4_0002,id21_id4_0002,,1,,Celeb-synthesis/id21_id4_0002.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id6_0005,id21_id6_0005,id21_id6_0005,,1,,Celeb-synthesis/id21_id6_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id21_id9_0008,id21_id9_0008,id21_id9_0008,,1,,Celeb-synthesis/id21_id9_0008.mp4,0
Celeb-DF-v2,test,external_evaluation,id22_0000,id22_0000,id22_0000,,0,,Celeb-real/id22_0000.mp4,1
Celeb-DF-v2,test,external_evaluation,id22_0009,id22_0009,id22_0009,,0,,Celeb-real/id22_0009.mp4,1
Celeb-DF-v2,test,external_evaluation,id22_id21_0005,id22_id21_0005,id22_id21_0005,,1,,Celeb-synthesis/id22_id21_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id22_id25_0001,id22_id25_0001,id22_id25_0001,,1,,Celeb-synthesis/id22_id25_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id22_id26_0005,id22_id26_0005,id22_id26_0005,,1,,Celeb-synthesis/id22_id26_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id22_id27_0001,id22_id27_0001,id22_id27_0001,,1,,Celeb-synthesis/id22_id27_0001.mp4,0
Celeb-DF-v2,test,external_evaluation,id22_id27_0005,id22_id27_0005,id22_id27_0005,,1,,Celeb-synthesis/id22_id27_0005.mp4,0
Celeb-DF-v2,test,external_evaluation,id22_id28_0006,id22_id28_0006,id22_id28_0006,,1,,Celeb-synthesis/id22_id28_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id23_0001,id23_0001,id23_0001,,0,,Celeb-real/id23_0001.mp4,1
Celeb-DF-v2,test,external_evaluation,id23_id16_0003,id23_id16_0003,id23_id16_0003,,1,,Celeb-synthesis/id23_id16_0003.mp4,0
Celeb-DF-v2,test,external_evaluation,id23_id19_0000,id23_id19_0000,id23_id19_0000,,1,,Celeb-synthesis/id23_id19_0000.mp4,0
Celeb-DF-v2,test,external_evaluation,id23_id26_0003,id23_id26_0003,id23_id26_0003,,1,,Celeb-synthesis/id23_id26_0003.mp4,0
Celeb-DF-v2,test,external_evaluation,id23_id2_0007,id23_id2_0007,id23_id2_0007,,1,,Celeb-synthesis/id23_id2_0007.mp4,0
Celeb-DF-v2,test,external_evaluation,id23_id35_0006,id23_id35_0006,id23_id35_0006,,1,,Celeb-synthesis/id23_id35_0006.mp4,0
Celeb-DF-v2,test,external_evaluation,id23_id35_0009,id23_id35_0009,id23_id35_0009,,1,,Celeb-synthesis/id23_id35_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id23_id3_0004,id23_id3_0004,id23_id3_0004,,1,,Celeb-synthesis/id23_id3_0004.mp4,0
Celeb-DF-v2,test,external_evaluation,id23_id3_0009,id23_id3_0009,id23_id3_0009,,1,,Celeb-synthesis/id23_id3_0009.mp4,0
Celeb-DF-v2,test,external_evaluation,id24_0009,id24_0009,id24_0009,,0,,Celeb-real/id24_0009.mp4,1
Celeb-DF-v2,test,external_evaluation,id24_id19_0000,id24_id19_0000,id24_id19_0000,,1,,Celeb-synthesis/id24_id19_0000.mp4,0
